angDist,_RAJ2000,_DEJ2000,recno,Tycho,more,Name,Dist,chi2,Av,Fbol,Theta*,R*,rho*,M*,Rp,Mp,GaiaDR1,Simbad,_RA,_DE,2MASS,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,MeasureJD
0.275466,38.0392583,-1.0348956,258,4698-1302-1,*,75 Cet b,,1.49,0.0,2.3E-7,561.73,,,,,,0,Simbad,38.03926,-1.0349,02320943-0102055,38.039328,-1.034864,0.310,0.290,90,3.931,3.318,3.207,0.262,0.214,0.272,DCD,333,0,2451087.8064
0.020917,39.4241711,-3.3961722,259,4701-1094-1,*,81 Cet b,,1.64,0.1,1.9E-7,503.49,,,,,,0,Simbad,39.42417,-3.39617,02374179-0323462,39.424166,-3.396175,0.310,0.300,0,3.940,3.386,3.266,0.266,0.234,0.258,DDD,333,0,2451090.7095
0.579207,38.8330383,-3.5606036,260,4701-1095-1,*,HD 16141 b,37.29,1.36,0.0,5.0E-8,184.9,1.48,,1.11,,0.26,1,Simbad,38.83304,-3.5606,02351994-0333376,38.833111,-3.560460,0.080,0.060,90,5.679,5.346,5.266,0.021,0.040,0.023,AAA,111,0,2451087.8336
0.134354,48.1934883,-1.1961003,261,4708-1423-1,*,HD 19994 b,,0.49,0.0,2.4E-7,355.43,,,,,,0,Simbad,48.19349,-1.1961,03124644-0111458,48.193507,-1.196068,0.290,0.290,90,4.174,3.768,3.748,0.280,0.238,0.236,DDD,333,0,2451097.7898
1.039699,72.1516042,-5.6740436,262,4748-1630-1,*,HD 30562 b,26.35,1.37,0.0,1.3E-7,283.67,1.61,,1.12,,1.22,1,Simbad,72.1516,-5.67404,04483633-0540258,72.151381,-5.673859,0.130,0.120,90,4.984,4.574,4.310,0.262,0.266,0.049,DDE,331,0,2451093.7896
0.242994,80.8398489,-2.2776203,263,4757-731-1,*,HD 290327 b,57.04,0.67,0.0,7.3E-9,77.27,0.95,,0.84,,2.43,1,Simbad,80.83985,-2.27762,05232156-0216391,80.839866,-2.277555,0.070,0.060,0,7.683,7.404,7.271,0.026,0.047,0.027,AAA,111,0,2451088.8543
0.078250,76.0818031,-6.2298267,264,4762-714-1,*,WASP-35 b,194.26,0.36,0.09,1.1E-9,25.88,1.08,1.17,1.05,1.3,0.71,1,Simbad,76.0818,-6.22983,05041962-0613473,76.081782,-6.229821,0.070,0.060,90,9.887,9.598,9.525,0.030,0.023,0.021,AAA,222,0,2451127.7587
0.058561,100.95612,-1.0630047,265,4799-1733-1,*,CoRoT-7 b,158.88,1.21,0.03,6.1E-10,24.34,0.83,2.0,0.82,0.15,0.01,1,Simbad,100.95612,-1.063,06434947-0103468,100.956135,-1.063011,0.060,0.060,0,10.301,9.880,9.806,0.024,0.022,0.021,AAA,222,0,2451135.7634
0.106312,105.0751492,-5.3671614,266,4822-3681-1,*,HD 52265 b,29.79,1.18,0.0,7.9E-8,205.37,1.32,,1.32,,1.16,1,Simbad,105.07515,-5.36716,07001803-0522017,105.075126,-5.367143,0.070,0.070,0,5.242,5.033,4.953,8.888,0.034,0.017,FAA,111,0,2451865.9573
0.181740,120.8694467,-1.1627083,267,4846-68-1,*,HD 66428 b,53.43,1.11,0.0,1.4E-8,98.3,1.13,,1.0,,2.64,1,Simbad,120.86945,-1.16271,08032866-0109455,120.869451,-1.162658,0.070,0.060,90,7.044,6.768,6.660,0.023,0.061,0.021,AAA,111,0,2451136.8257
0.249444,128.5132925,-1.5682144,268,4862-360-1,*,HD 72659 b,51.83,0.75,0.0,2.8E-8,130.75,1.46,,1.43,,3.85,1,Simbad,128.51329,-1.56821,08340320-0134056,128.513361,-1.568225,0.060,0.060,90,6.358,6.089,5.982,0.019,0.027,0.024,AAA,111,0,2451144.8030
0.176892,149.02466,-3.8084239,269,4899-942-1,*,HD 86081 b,102.86,0.98,0.0,8.9E-9,71.24,1.58,,1.39,,1.64,1,Simbad,149.02466,-3.80842,09560593-0348303,149.024709,-3.808419,0.100,0.060,0,7.628,7.425,7.299,0.021,0.040,0.024,AAA,111,0,2451205.7775
0.154777,155.8682083,-0.9022472,270,4905-1374-1,*,24 Sex b,,3.35,0.0,8.3E-8,312.93,,,,,,0,Simbad,155.86821,-0.90225,10232836-0054079,155.868175,-0.902220,0.110,0.100,90,5.292,4.486,4.285,0.338,0.076,0.016,DEE,311,0,2451170.7972
0.401005,160.7021983,-2.1837567,271,4913-618-1,*,HD 92788 b,34.63,0.92,0.0,3.2E-8,149.51,1.11,,1.15,,3.71,1,Simbad,160.7022,-2.18376,10424853-0211011,160.702239,-2.183653,0.080,0.060,90,6.131,5.798,5.721,0.041,0.036,0.020,AAA,111,0,2451161.8393
0.108515,171.0723269,-1.5290742,272,4923-464-1,*,HD 99109 b,54.95,0.71,0.0,7.1E-9,82.87,0.98,,0.76,,0.44,1,Simbad,171.07233,-1.52907,11241736-0131446,171.072357,-1.529076,0.140,0.060,0,7.626,7.259,7.162,0.026,0.040,0.024,AAA,111,0,2451194.8482
0.026186,166.1852278,-2.5132186,273,4924-460-1,*,HD 96063 b,,2.78,0.07,1.8E-8,138.48,,,,,,0,Simbad,166.18523,-2.51322,11044445-0230475,166.185221,-2.513216,0.060,0.060,0,6.607,6.151,6.050,0.018,0.044,0.031,AAA,111,0,2451202.7643
0.074507,166.42973,-5.0794239,274,4927-1063-1,*,WASP-106 b,317.52,0.74,0.01,6.6E-10,19.26,1.31,0.57,0.93,1.02,1.62,1,Simbad,166.42973,-5.07942,11054313-0504458,166.429747,-5.079412,0.070,0.060,0,10.472,10.234,10.161,0.024,0.023,0.027,AAA,222,0,2451202.7721
0.086588,173.9646789,-4.7556933,275,4933-678-1,*,HD 100777 b,49.36,1.09,0.0,1.2E-8,98.33,1.04,,0.83,,1.03,1,Simbad,173.96468,-4.75569,11355152-0445204,173.964703,-4.755692,0.080,0.070,0,7.152,6.804,6.735,0.020,0.031,0.026,AAA,111,0,2451198.7837
0.049566,184.8062125,-3.3197886,276,4943-39-1,*,HD 107148 b,,0.84,0.0,1.7E-8,105.82,,,,,,1,Simbad,184.80621,-3.31979,12191349-0319112,184.806224,-3.319781,0.060,0.060,90,6.858,6.604,6.474,0.023,0.046,0.027,AAA,111,0,2451208.7815
0.196854,198.1824397,-2.2650372,277,4958-894-1,*,HD 114783 b,,3.28,0.0,2.9E-8,178.81,,,,,,0,Simbad,198.18244,-2.26504,13124377-0215540,198.182397,-2.265003,0.070,0.060,0,6.025,5.623,5.475,0.019,0.047,0.017,AAA,111,0,2451671.5489
0.094493,205.4542839,-0.1280656,278,4967-678-1,*,WASP-54 b,253.12,0.42,0.04,1.9E-9,32.28,1.76,0.28,1.08,1.58,0.59,1,Simbad,205.45428,-0.12807,13414903-0007410,205.454308,-0.128076,0.100,0.090,0,9.365,9.135,9.035,0.022,0.027,0.023,AAA,222,0,2451199.8583
0.069217,216.7011711,-5.1777772,279,4983-226-1,*,HD 126614 A b,74.4,2.73,0.0,8.8E-9,82.75,1.32,,1.26,,0.41,1,Simbad,216.70117,-5.17778,14264827-0510400,216.701152,-5.177780,0.080,0.070,0,7.470,7.160,7.060,0.021,0.042,0.036,AAA,111,0,2451667.6744
0.100801,221.88635,-0.2814778,280,4986-302-1,*,HD 130322 b,,0.51,0.0,1.8E-8,125.54,,,,,,0,Simbad,221.88635,-0.28148,14473273-0016533,221.886378,-0.281478,0.120,0.110,0,6.712,6.315,6.234,0.023,0.027,0.023,AAA,111,0,2451240.7922
0.118511,229.731135,-1.5923886,281,5002-997-1,*,HD 136118 b,52.02,1.1,0.0,4.5E-8,152.88,1.71,,1.84,,15.49,1,Simbad,229.73113,-1.59239,15185546-0135325,229.731106,-1.592373,0.080,0.060,0,5.935,5.694,5.599,0.029,0.051,0.020,AAA,111,0,2451257.8695
0.217837,287.7909525,-2.638385,282,5133-750-1,*,HD 179079 b,70.71,1.98,0.0,1.8E-8,111.84,1.7,,1.53,,0.1,1,Simbad,287.79095,-2.63838,19110984-0238181,287.791013,-2.638382,0.150,0.060,0,6.734,6.402,6.311,0.021,0.031,0.026,AAA,111,0,2451097.5189
0.020771,296.4219775,-0.6966478,283,5146-2250-1,*,HIP 97233 b,99.48,2.68,0.03,3.8E-8,211.19,4.52,,1.35,,,1,Simbad,296.42198,-0.69665,19454127-0041479,296.421975,-0.696653,0.060,0.060,90,5.671,5.227,5.090,0.019,0.026,0.027,AAA,111,0,2451089.5438
0.419615,303.4993567,-0.8668806,284,5161-868-1,*,HD 192263 b,19.68,1.73,0.0,2.5E-8,175.72,0.74,,0.66,,0.56,1,Simbad,303.49936,-0.86688,20135985-0052011,303.499391,-0.866992,0.070,0.060,0,6.115,5.685,5.537,0.018,0.029,0.023,AAA,111,0,2451071.5912
0.168721,304.5388383,-1.0757203,285,5162-1142-1,*,WASP-74 b,143.22,2.73,0.07,3.7E-9,46.29,1.42,0.48,0.98,1.36,0.72,1,Simbad,304.53884,-1.07572,20180931-0104324,304.538823,-1.075676,0.060,0.060,0,8.548,8.286,8.221,0.037,0.018,0.023,AAA,112,0,2451071.6367
0.230578,315.02582,-5.0944525,286,5200-1560-1,*,WASP-69 b,50.3,0.71,0.0,4.1E-9,79.3,0.86,2.18,0.98,1.11,0.29,1,Simbad,315.02582,-5.09445,21000618-0505398,315.025778,-5.094404,0.060,0.060,90,8.032,7.543,7.459,0.023,0.023,0.024,AAA,111,0,2451076.5917
0.113479,325.85375,-7.4082533,287,5221-210-1,*,HD 206610 b,155.65,2.19,0.06,1.6E-8,147.08,4.92,,1.93,,2.56,1,Simbad,325.85375,-7.40825,21432490-0724296,325.853764,-7.408225,0.080,0.080,90,6.579,6.111,5.952,0.019,0.027,0.026,AAA,111,0,2451086.5859
0.710851,332.4181019,-4.6407356,288,5227-1521-1,*,GJ 849 b,8.83,1.79,0.0,1.2E-8,280.12,0.53,,0.65,,1.0,0,Simbad,332.4181,-4.64074,22094029-0438267,332.417906,-4.640765,0.130,0.060,0,6.510,5.899,5.594,0.024,0.044,0.017,AAA,111,0,2451321.8678
0.372555,344.5647539,-2.3953831,289,5235-1468-1,*,HD 217107 b,20.0,2.8,0.0,8.9E-8,258.69,1.11,,1.0,,1.3,1,Simbad,344.56475,-2.39538,22581556-0223432,344.564853,-2.395353,0.110,0.100,90,4.949,4.765,4.536,0.037,0.076,0.021,EEA,111,0,2451114.5306
0.760306,347.2946964,-2.2607447,290,5242-229-1,*,HD 218566 b,28.73,5.71,0.0,1.3E-8,137.92,0.85,,0.76,,0.2,1,Simbad,347.2947,-2.26074,23091067-0215385,347.294487,-2.260716,0.070,0.060,90,6.824,6.344,6.223,0.020,0.033,0.020,AAA,111,0,2451075.7029
0.259367,345.78419,-0.4296247,291,5242-591-1,*,HD 217786 b,56.45,1.48,0.0,2.1E-8,109.06,1.32,,1.43,,,1,Simbad,345.78419,-0.42962,23030822-0025465,345.784252,-0.429588,0.080,0.070,0,6.685,6.416,6.352,0.021,0.038,0.020,AAA,111,0,2451321.9089
0.218998,355.4647083,-5.9857581,292,5258-491-1,*,HD 222582 b,42.32,1.19,0.0,2.3E-8,123.69,1.13,,1.12,,8.37,1,Simbad,355.46471,-5.98576,23415154-0559086,355.464767,-5.985741,0.130,0.120,0,6.522,6.243,6.173,0.019,0.038,0.023,AAA,111,0,2451098.6442
0.603636,4.6744469,-8.0530006,293,5261-789-1,*,HD 1461 b,,1.92,0.0,6.8E-8,217.69,,,,,,0,Simbad,4.67445,-8.053,00184182-0803105,4.674289,-8.052940,0.070,0.070,90,5.329,5.041,4.897,0.018,0.047,0.023,EAA,111,0,2451102.6643
0.027758,5.3055306,-8.2811567,294,5262-825-1,*,HD 1690 b,673.7,6.77,0.07,1.1E-8,149.58,21.66,,1.86,,8.79,1,Simbad,5.30553,-8.28116,00211332-0816521,5.305523,-8.281155,0.080,0.060,90,6.877,6.229,6.018,0.026,0.038,0.026,AAA,111,0,2451102.6941
0.099772,16.9527625,-8.2337028,295,5273-16-1,*,HD 6718 b,50.66,1.04,0.0,1.2E-8,87.32,0.95,,1.08,,1.68,1,Simbad,16.95276,-8.2337,01074866-0814012,16.952775,-8.233678,0.110,0.100,90,7.269,6.988,6.876,0.018,0.046,0.020,AAA,111,0,2451839.6976
0.721305,29.2900319,-10.2424261,296,5278-2314-1,*,HD 11964 b,,3.14,0.0,7.7E-8,269.79,,,,,,0,Simbad,29.29003,-10.24243,01570965-1014323,29.290210,-10.242329,0.250,0.080,90,5.023,4.637,4.491,0.026,0.021,0.020,AAA,111,0,2451109.7073
0.061952,43.6880631,-10.8980658,297,5290-462-1,*,WASP-50 b,183.57,1.56,0.0,5.8E-10,22.57,0.89,2.12,1.06,1.22,1.65,1,Simbad,43.68806,-10.89807,02544513-1053530,43.688073,-10.898080,0.080,0.070,90,10.401,10.041,9.969,0.022,0.022,0.021,AAA,222,0,2451550.5466
0.981071,53.2326872,-9.4582586,298,5296-1533-1,*,epsilon Eri b,,1.46,0.0,9.7E-7,1040.95,,,,,,0,Simbad,53.23269,-9.45826,03325591-0927298,53.232961,-9.458295,0.290,0.290,0,2.228,1.880,1.776,0.298,0.276,0.286,DDD,333,0,2451143.6620
0.119835,66.6096775,-10.5508189,299,5317-733-1,*,HD 28185 b,39.29,0.79,0.0,2.0E-8,122.42,1.03,,1.02,,5.9,1,Simbad,66.60968,-10.55082,04262631-1033028,66.609652,-10.550797,0.070,0.070,90,6.578,6.289,6.185,0.026,0.044,0.029,AAA,111,0,2451102.7898
0.078887,78.1504183,-14.9511108,300,5342-401-1,*,HD 33844 b,105.74,0.88,0.03,4.2E-8,237.2,5.39,,1.84,,2.01,1,Simbad,78.15042,-14.95111,05123609-1457039,78.150416,-14.951089,0.060,0.060,0,5.574,5.132,4.945,0.018,0.044,0.018,AAA,111,0,2451163.6792
0.060755,76.8980892,-13.9864825,301,5342-891-1,*,HD 33142 b,115.98,0.8,0.03,2.1E-8,159.44,3.97,,1.78,,1.5,1,Simbad,76.89809,-13.98648,05073553-1359113,76.898072,-13.986485,0.070,0.060,0,6.345,5.903,5.792,0.018,0.034,0.018,AAA,111,0,2451163.6234
0.271074,86.9965642,-8.3277,302,5347-367-1,*,HD 38801 b,91.28,2.77,0.0,1.5E-8,121.22,2.38,,1.64,,12.12,1,Simbad,86.99656,-8.3277,05475919-0819396,86.996634,-8.327670,0.070,0.060,0,6.800,6.372,6.279,0.023,0.038,0.020,AAA,111,0,2451131.7166
0.178979,95.0596806,-10.7250092,303,5367-701-1,*,HD 44219 b,52.83,1.4,0.0,2.3E-8,122.8,1.39,,1.12,,,1,Simbad,95.05968,-10.72501,06201431-1043300,95.059630,-10.725009,0.060,0.060,90,6.509,6.215,6.115,0.029,0.038,0.017,AAA,111,0,2451182.6431
0.066398,114.28847,-13.9066533,304,5409-2156-1,*,NGC 2423 3 b,950.55,1.15,0.45,5.0E-9,93.81,19.17,,2.12,,9.78,1,Simbad,114.28847,-13.90665,07370922-1354239,114.288458,-13.906639,0.070,0.060,0,7.940,7.371,7.151,0.026,0.051,0.023,AAA,111,0,2450894.5851
1.840324,124.5997794,-12.63217,305,5435-2991-1,*,HD 69830 b,,1.42,0.0,1.2E-7,318.2,,,,,,0,Simbad,124.59978,-12.63217,08182389-1237541,124.599553,-12.631709,0.160,0.160,0,4.953,4.364,4.165,0.268,0.224,0.036,DDE,331,0,2450900.6142
0.169606,143.7113981,-12.1295467,306,5469-1000-1,*,HD 82943 b,,1.14,0.0,6.4E-8,193.68,,,,,,1,Simbad,143.7114,-12.12955,09345074-1207462,143.711427,-12.129509,0.110,0.090,90,5.509,5.245,5.105,0.018,0.033,0.018,AAA,111,0,2450891.7006
0.488646,150.1988356,-9.5166789,307,5480-20-1,*,BD -08 2823 b,41.18,2.17,0.0,4.7E-9,80.67,0.71,,0.5,,0.04,1,Simbad,150.19884,-9.51668,10004775-0931001,150.198972,-9.516697,0.070,0.070,90,7.960,7.498,7.323,0.020,0.047,0.021,AAA,111,0,2451186.8403
0.272466,164.6199269,-10.7703878,308,5503-946-1,*,BD -10 3166 b,82.15,3.18,0.0,3.0E-9,51.68,0.91,,1.47,,0.59,1,Simbad,164.61993,-10.77039,10582880-1046133,164.620003,-10.770376,0.070,0.060,90,8.611,8.300,8.124,0.032,0.040,0.026,AAA,111,0,2451224.7390
0.147570,166.3127869,-10.2913058,309,5504-418-1,*,HD 96167 b,85.38,1.48,0.0,1.5E-8,100.67,1.85,,1.67,,0.8,1,Simbad,166.31279,-10.29131,11051506-1017286,166.312751,-10.291285,0.070,0.060,0,6.926,6.621,6.554,0.030,0.057,0.036,AAA,111,0,2451925.8558
0.060940,183.4053553,-9.5133803,310,5519-1520-1,*,HD 106270 b,,1.25,0.0,2.6E-8,144.5,,,,,,0,Simbad,183.40536,-9.51338,12133728-0930482,183.405342,-9.513391,0.070,0.070,0,6.249,5.964,5.862,0.026,0.040,0.024,AAA,111,0,2451227.7427
0.100901,179.2316233,-12.1079092,311,5521-1086-1,*,HD 103774 b,56.46,1.54,0.0,3.6E-8,120.95,1.47,,5.07,,,1,Simbad,179.23162,-12.10791,11565559-1206284,179.231650,-12.107899,0.090,0.060,0,6.269,6.112,6.000,0.018,0.049,0.020,AAA,111,0,2451233.7495
1.013212,229.8617789,-7.7222747,312,5594-1093-1,*,GJ 581 b,,0.61,0.0,9.5E-9,225.25,,,,,,0,Simbad,229.86178,-7.72227,15192689-0743200,229.862061,-7.722242,0.140,0.080,90,6.706,6.095,5.837,0.026,0.033,0.023,AAA,111,0,2451255.7561
0.086270,247.1172967,-13.3996364,313,5639-555-1,*,HD 148427 b,70.56,2.16,0.0,5.5E-8,254.58,3.86,,1.64,,1.3,1,Simbad,247.1173,-13.39964,16282814-1323587,247.117278,-13.399652,0.070,0.070,90,5.299,4.875,4.682,0.021,0.065,0.021,AEA,111,0,2450925.7881
0.184615,275.0163772,-9.5957194,314,5681-1576-1,*,HD 168443 b,,0.89,0.0,4.8E-8,192.88,,,,,,0,Simbad,275.01638,-9.59572,18200394-0935446,275.016429,-9.595724,0.060,0.060,90,5.641,5.325,5.211,0.019,0.016,0.015,AAA,111,0,2451295.8317
0.161746,275.4574281,-11.9226811,315,5685-2670-1,*,HD 168746 b,42.04,1.66,0.0,1.9E-8,121.04,1.09,,1.07,,0.27,1,Simbad,275.45743,-11.92268,18214978-1155215,275.457458,-11.922647,0.060,0.060,90,6.679,6.329,6.253,0.034,0.029,0.024,AAA,111,0,2451295.8605
0.216959,315.4769875,-13.4332667,316,5782-970-1,*,WASP-70 A b,,2.3,0.08,1.1E-9,27.49,,,,,,0,Simbad,315.47699,-13.43327,21015446-1325595,315.476951,-13.433218,0.060,0.060,0,9.996,9.714,9.580,0.035,0.044,0.030,EEE,222,0,2450971.8633
0.363110,332.3744406,-7.5486561,317,5803-1956-1,*,HD 210277 b,21.3,0.78,0.0,6.8E-8,233.17,1.07,,1.01,,1.29,1,Simbad,332.37444,-7.54866,22092985-0732548,332.374375,-7.548579,0.090,0.080,90,5.275,4.957,4.799,0.024,0.031,0.020,AAA,111,0,2451103.6225
0.169474,338.3683894,-9.0227689,318,5811-835-1,*,K2-39 b,298.18,3.38,0.08,1.6E-9,46.33,2.97,0.04,0.66,0.56,0.09,1,Simbad,338.36839,-9.02277,22332842-0901219,338.368436,-9.022759,0.070,0.060,0,9.082,8.594,8.516,0.024,0.042,0.024,AAA,112,0,2451087.5762
0.441076,343.3197231,-14.2636997,319,5819-1255-1,*,GJ 876 b,4.67,1.7,0.0,1.8E-8,377.3,0.38,,0.17,,,0,Simbad,343.31972,-14.2637,22531672-1415489,343.319676,-14.263586,0.070,0.060,90,5.934,5.349,5.010,0.019,0.049,0.021,AAA,111,0,2451366.8368
0.070007,4.6029169,-15.2673019,320,5839-876-1,*,WASP-26 b,238.58,0.95,0.0,1.0E-9,23.88,1.22,0.66,0.86,1.21,0.85,1,Simbad,4.60292,-15.2673,00182469-1516022,4.602897,-15.267305,0.070,0.060,90,10.021,9.775,9.690,0.022,0.023,0.023,AAA,222,0,2451019.7834
0.678190,7.1429408,-16.2263436,321,5840-482-1,*,HIP 2247 b,34.67,3.78,0.0,6.2E-9,99.18,0.74,,0.31,,2.85,1,Simbad,7.14294,-16.22634,00283433-1613343,7.143077,-16.226208,0.060,0.060,90,7.574,7.027,6.914,0.019,0.033,0.024,AAA,111,0,2450990.8924
0.183409,5.2180814,-19.931225,322,5842-736-1,*,HD 1666 b,118.03,0.42,0.03,1.4E-8,81.27,2.06,,4.9,,,1,Simbad,5.21808,-19.93122,00205233-1955522,5.218071,-19.931175,0.060,0.060,90,7.269,7.063,6.964,0.035,0.042,0.023,AAA,111,0,2451348.9363
0.369363,16.5085392,-22.4531525,323,5853-449-1,*,HIP 5158 b,50.44,1.71,0.0,3.4E-9,69.4,0.75,,0.43,,0.96,1,Simbad,16.50854,-22.45315,01060202-2227111,16.508452,-22.453089,0.080,0.060,90,8.280,7.775,7.669,0.019,0.031,0.020,AAA,111,0,2451042.8326
0.041588,28.2105592,-19.5069739,324,5858-2028-1,*,HD 11506 b,50.26,1.91,0.0,2.6E-8,114.88,1.24,,1.51,,5.54,1,Simbad,28.21056,-19.50697,01525053-1930251,28.210547,-19.506975,0.070,0.060,0,6.508,6.265,6.168,0.019,0.031,0.017,AAA,111,0,2451040.7888
0.251176,45.0444019,-20.8026047,325,5870-602-1,*,HD 18742 b,160.66,3.79,0.03,2.5E-8,170.3,5.88,,2.58,,3.73,1,Simbad,45.0444,-20.8026,03001065-2048091,45.044380,-20.802538,0.100,0.080,90,6.177,5.705,5.554,0.027,0.042,0.024,AAA,111,0,2451134.5699
0.108384,63.7562683,-22.1164192,326,5889-271-1,*,WASP-78 b,871.07,0.94,0.0,3.2E-10,13.14,2.46,0.18,1.87,1.93,1.11,1,Simbad,63.75627,-22.11642,04150149-2206591,63.756240,-22.116434,0.060,0.060,0,11.286,11.084,11.008,0.027,0.027,0.023,AAA,222,0,2451140.6138
0.170744,91.0894739,-16.9653094,327,5936-2086-1,*,WASP-49 b,183.72,1.83,0.07,7.9E-10,24.54,0.97,1.43,0.92,1.11,0.37,1,Simbad,91.08947,-16.96531,06042146-1657550,91.089427,-16.965294,0.060,0.060,90,10.146,9.812,9.749,0.024,0.027,0.021,AAA,222,0,2450900.5092
0.066327,99.17099,-19.2558794,328,5956-2621-1,*,7 CMa b,,9.27,0.0,8.4E-7,1098.3,,,,,,0,Simbad,99.17099,-19.25588,06364103-1915210,99.170989,-19.255861,0.290,0.290,90,2.173,1.679,1.564,0.244,0.234,0.252,DDD,333,0,2451198.6383
0.104883,113.5132536,-22.2960667,329,5991-217-1,*,HD 60532 b,,1.37,0.0,4.4E-7,467.58,,,,,,0,Simbad,113.51325,-22.29607,07340317-2217457,113.513241,-22.296040,0.290,0.290,0,3.703,3.318,3.355,0.270,0.240,0.286,DDD,333,0,2451633.5410
0.128070,149.2409964,-15.8951206,330,6045-1121-1,*,HD 86264 b,,2.04,0.0,2.8E-8,112.16,,,,,,0,Simbad,149.241,-15.89512,09565784-1553423,149.241005,-15.895086,0.070,0.060,0,6.505,6.344,6.224,0.019,0.038,0.023,AAA,111,0,2450919.6419
0.298372,165.867025,-22.0939853,331,6083-1275-1,*,HD 95872 b,67.98,0.8,0.0,3.6E-9,57.81,0.84,,0.7,,3.74,1,Simbad,165.86702,-22.09399,11032810-2205383,165.867114,-22.093977,0.060,0.060,90,8.406,8.040,7.956,0.023,0.023,0.026,AAA,111,0,2451289.6830
0.117229,169.4389875,-19.0547806,332,6087-1053-1,*,WASP-31 b,,0.89,0.1,4.8E-10,15.18,,,,,,0,Simbad,169.43899,-19.05478,11174536-1903171,169.439021,-19.054773,0.070,0.060,0,10.912,10.709,10.650,0.022,0.022,0.027,AAA,222,0,2450950.5512
0.695048,179.7917042,-20.3537811,333,6100-1491-1,*,HD 104067 b,20.45,3.84,0.0,2.3E-8,168.74,0.74,,0.62,,0.16,1,Simbad,179.7917,-20.35378,11590999-2021129,179.791630,-20.353601,0.070,0.060,0,6.212,5.754,5.614,0.019,0.023,0.024,AAA,111,0,2450948.6399
0.232897,190.1521333,-19.2842889,334,6107-663-1,*,WASP-83 b,,0.41,0.0,4.1E-10,18.41,,,,,,0,Simbad,190.15213,-19.28429,12403650-1917032,190.152085,-19.284243,0.070,0.070,82,10.804,10.471,10.393,0.020,0.026,0.023,AAA,222,0,2450949.6461
2.305943,199.6013094,-18.3111958,335,6116-1517-1,*,61 Vir b,,3.17,0.0,3.4E-7,514.69,,,,,,0,Simbad,199.60131,-18.3112,13182443-1818387,199.601819,-18.310776,0.300,0.290,0,3.334,2.974,2.956,0.200,0.176,0.236,CCD,333,0,2450920.7807
0.096293,203.7581375,-17.5034786,336,6125-113-1,*,WASP-55 b,284.62,0.23,0.13,5.1E-10,17.81,1.09,1.2,1.11,1.33,0.61,1,Simbad,203.75814,-17.50348,13350194-1730124,203.758114,-17.503464,0.080,0.070,0,10.775,10.443,10.396,0.027,0.023,0.024,AAA,222,0,2451288.6033
0.161686,215.2229864,-17.4815258,337,6143-1696-1,*,HD 125612 b,57.07,1.11,0.0,1.3E-8,87.39,1.07,,1.19,,3.23,1,Simbad,215.22299,-17.48153,14205352-1728535,215.223032,-17.481537,0.080,0.060,0,7.179,6.950,6.838,0.023,0.059,0.026,AAA,111,0,2450906.8434
0.123353,214.6830136,-20.2755136,338,6147-229-1,*,WASP-16 b,207.84,2.32,0.1,9.2E-10,25.61,1.14,1.68,1.78,1.22,1.24,1,Simbad,214.68301,-20.27551,14184392-2016317,214.683032,-20.275484,0.060,0.060,90,9.984,9.659,9.589,0.024,0.022,0.023,AAA,222,0,2451256.7501
0.126820,238.0731131,-18.4360675,339,6191-172-1,*,HD 141937 b,32.66,1.33,0.0,3.4E-8,146.12,1.03,,1.09,,9.69,1,Simbad,238.07311,-18.43607,15521753-1826098,238.073076,-18.436066,0.070,0.060,0,6.127,5.866,5.764,0.020,0.027,0.016,AAA,111,0,2450950.8007
0.091132,243.1740869,-18.8755083,340,6209-1322-1,*,HIP 79431 b,14.65,2.53,0.0,4.1E-9,172.9,0.54,,0.34,,,1,Simbad,243.17409,-18.87551,16124178-1852317,243.174086,-18.875483,0.060,0.060,90,7.555,6.855,6.589,0.026,0.044,0.018,AAA,111,0,2451296.7478
0.220636,260.1429625,-19.3337478,341,6242-339-1,*,HD 156846 b,47.37,1.99,0.0,6.4E-8,186.51,1.9,,1.38,,10.67,1,Simbad,260.14296,-19.33375,17203432-1920013,260.143010,-19.333706,0.060,0.060,90,5.470,5.267,5.149,0.029,0.029,0.017,AAA,111,0,2451305.7776
0.193887,257.7681864,-20.6545697,342,6244-136-1,*,HD 155233 b,,6.66,0.0,6.0E-8,272.37,,,,,,0,Simbad,257.76819,-20.65457,17110436-2039162,257.768182,-20.654516,0.090,0.090,90,5.071,4.728,4.493,0.037,0.076,0.036,EEA,111,0,2450965.6989
0.018994,295.7438358,-19.9495925,343,6307-1388-1,*,WASP-67 b,192.54,4.01,0.1,4.4E-10,21.31,0.88,1.88,0.91,1.15,0.43,1,Simbad,295.74384,-19.94959,19425852-1956585,295.743840,-19.949596,0.060,0.060,90,10.608,10.214,10.129,0.026,0.023,0.021,AAA,222,0,2450997.6917
0.098074,305.0957692,-19.3147028,344,6336-204-1,*,WASP-68 b,244.67,0.8,0.13,1.9E-9,34.09,1.79,0.36,1.49,1.32,1.08,1,Simbad,305.09577,-19.3147,20202298-1918528,305.095785,-19.314680,0.060,0.060,17,9.341,9.042,8.948,0.023,0.024,0.022,AAA,222,0,2450975.8169
